rescomp_id,resource_component,studytype,countstudies,reldiff,reldiff_normal,data_elements,yrs_posttreat,treatvalue,ctrlvalue,meanvalue,countobservations,minvalue,maxvalue
1,Sheet and rill erosion,treatcontrol,29,-100,-0.000307153,Sediment Loss,0.5,0,1.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-100,-8.97832E-05,Sediment Loss,2.41,0,0.38,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-99,-0.000699364,Sediment Loss,4.16,0.03,2.99,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-96.62,-0.000472543,Sediment Loss,5.16,0.07,2.07,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-96.15,-0.493310556,Cover for different groups,2.58,0.5,13,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-91.87,-0.232254893,Sediment Loss,2.42,87,1070,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-88.86,-0.090491988,Sediment Loss,1.42,48,431,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-87.93,-2.012707069,Cover for different groups,5.25,7,58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-87.5,-2.486285202,Cover for different groups,1.25,9,72,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-81.07,-0.032369197,Sediment Loss,3.67,32,169,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-80.77,-1.48673119,Canopy gap,1.58,10,52,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-77.28,-0.493334909,Sediment Loss,0.42,614,2702,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-75,-1.192079121,Rock Fragments Cover,21.59,1,4,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-68.33,-1.618058624,Cover for different groups,11.25,19,60,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-67.8,-0.00945086,Sediment Loss,4.67,19,59,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-63.86,-2.091636758,Cover for different groups,0.25,30,83,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-60.53,-5.43424E-05,Sediment Loss,2.41,0.15,0.38,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-60.32,-0.035913269,Sediment Loss,3.67,100,252,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-60,-1.243372708,Wood gap,0.91,22,55,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-51.99,-1.997689196,Litter Amount,21.59,13.3,27.7,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-51.85,-1.105015646,Cover for different groups,1.58,26,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-51.55,-3.626783984,Runoff,1.41,47,97,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-49.61,-0.351005759,Soil Carbon,0.16,1.3,2.58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-48.39,-1.088035195,Runoff,3.5,16,31,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-45.24,-0.026934952,Sediment Loss,3.67,138,252,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-43.79,-0.017484092,Sediment Loss,3.67,95,169,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-41.18,-0.211151902,Soil Carbon,0.16,1.1,1.87,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-40,-0.828915139,Wood gap,0.83,33,55,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-38.89,-0.47884466,Plant Foliar Cover,0,11,18,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-37.69,-0.000115773,Sediment Loss,0.5,0.81,1.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-35.9,-1.015499516,Runoff,2.41,25,39,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-34.48,-1.3681276,Plant Foliar Cover,10,38,58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-34.15,-0.615768071,Bare Ground,12,27,41,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-33.33,-0.41043828,Plant Foliar Cover,11,12,18,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-33.33,-0.003978462,Surface Cover,10,0.2,0.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-33.33,-2.36272E-05,Sediment Loss,3.5,0.2,0.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-32.61,-0.000177204,Sediment Loss,1.41,1.55,2.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-31.03,-1.23131484,Plant Foliar Cover,10,40,58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-30.43,-0.276253911,Cover for different groups,1.25,16,23,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-30,-2.12644E-05,Sediment Loss,3.5,0.21,0.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-29.63,-0.631437512,Cover for different groups,0.16,38,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-28.87,-2.030999031,Runoff,1.41,69,97,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-28.16,-1.082081648,Litter Amount,21.59,19.9,27.7,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-26.92,-0.495577063,Canopy gap,0.83,38,52,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-26.83,-0.48381777,Bare Ground,12,30,41,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-26.67,-0.150711843,Wood gap,0.83,11,15,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-26.67,-0.13162716,Soil Carbon,0.16,1.32,1.8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-25.58,-0.047542835,Infiltration Rate,0.58,3.2,4.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-25,-0.118394533,Cover for different groups,0.25,9,12,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-25,-0.078929689,Cover for different groups,2.58,6,8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-25,-0.014885105,Sediment Loss,4.67,189,252,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-24.2,-0.807627748,Surface Cover,10,63.6,83.9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-23.08,-0.652821117,Runoff,2.41,30,39,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-22.39,-0.530975425,Canopy gap,1.58,52,67,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-22.22,-0.82087656,Plant Foliar Cover,1,42,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-22.22,-0.27362552,Plant Foliar Cover,11,14,18,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-18.97,-0.75247018,Plant Foliar Cover,-1,47,58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-18.07,-0.565169413,Wood gap,0.83,68,83,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-17.24,-0.197324222,Cover for different groups,2.58,24,29,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-17.24,-0.197324222,Cover for different groups,11.25,24,29,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-16.28,-0.115173765,Soil Carbon,0.83,2.16,2.58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-16.28,-0.115173765,Soil Carbon,0.91,2.16,2.58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-16.28,-0.030254532,Infiltration Rate,0.58,3.6,4.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-16.13,-0.362678398,Runoff,3.5,26,31,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-15.66,-0.489813491,Wood gap,0.91,70,83,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-15.38,-0.006143059,Sediment Loss,4.67,143,169,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-14.93,-0.039784618,Surface Cover,10,5.7,6.7,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-14.81,-0.54725104,Plant Foliar Cover,12,46,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-14.71,-0.02161038,Infiltration Rate,1.58,2.9,3.4,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-14,-0.030254532,Infiltration Rate,0.58,4.3,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-13.37,-0.068555812,Soil Carbon,0.91,1.62,1.87,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-11.11,-0.175933734,Bare Ground,10,32,36,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-11.11,-0.13681276,Plant Foliar Cover,11,16,18,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-10.34,-0.118394533,Cover for different groups,2.58,26,29,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-10.2,-0.02161038,Infiltration Rate,1.58,4.4,4.9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-8,-0.017288304,Infiltration Rate,0.58,4.6,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-7.55,-0.017288304,Infiltration Rate,1.58,4.9,5.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-7.41,-0.157859378,Cover for different groups,0.83,50,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-6.8,-0.030254532,Infiltration Rate,3.67,9.6,10.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-6.06,-0.017288304,Infiltration Rate,4.67,6.2,6.6,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-5.88,-0.008644152,Infiltration Rate,1.58,3.2,3.4,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-5.66,-0.012966228,Infiltration Rate,1.58,5,5.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-5.45,-0.012966228,Infiltration Rate,0.58,5.2,5.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-5.06,-0.175933734,Bare Ground,11,75,79,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-4.44,-0.02193786,Soil Carbon,0.83,1.72,1.8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-3.7,-0.078929689,Cover for different groups,0.91,52,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-3.54,-0.134180471,Cover for different groups,0.08,92.6,96,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-3.51,-0.008644152,Infiltration Rate,1.58,5.5,5.7,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-2.86,-0.004322076,Infiltration Rate,0.58,3.4,3.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-2.86,-0.004322076,Infiltration Rate,1.58,3.4,3.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-2.38,-0.004322076,Infiltration Rate,4.67,4.1,4.2,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-2,-0.004322076,Infiltration Rate,0.58,4.9,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,-0.97,-0.004322076,Infiltration Rate,3.67,10.2,10.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0,Bare Ground,11,79,79,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0,Cover for different groups,1.25,3,3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0,Cover for different groups,2.58,8,8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0,Infiltration Rate,0.58,3,3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0,Infiltration Rate,1.58,5.7,5.7,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0.000397846,Surface Cover,10,0.01,0,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0,0.019892309,Surface Cover,10,0.5,0,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,0.53,0.002742232,Soil Carbon,0.83,1.88,1.87,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,2.86,0.004322076,Infiltration Rate,1.58,3.6,3.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,3.64,0.008644152,Infiltration Rate,0.58,5.7,5.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,4,0.008644152,Infiltration Rate,0.58,5.2,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,4.11,0.217607039,Runoff,0.5,76,73,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,4.26,0.030164557,Soil Carbon,1.58,2.69,2.58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,5.17,0.20521914,Plant Foliar Cover,10,61,58,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,5.48,0.290142719,Runoff,0.5,77,73,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,5.71,0.008644152,Infiltration Rate,0.58,3.7,3.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,5.77,0.106195085,Canopy gap,0.16,55,52,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,6.25,0.039464844,Cover for different groups,2.58,17,16,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,7.59,0.263900602,Bare Ground,11,85,79,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,8.74,0.038898683,Infiltration Rate,4.67,11.2,10.3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,8.86,0.307884035,Bare Ground,0,86,79,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,10,0.017699181,Canopy gap,0.91,5.5,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,13.33,0.017288304,Infiltration Rate,0.58,3.4,3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,13.43,0.318585255,Canopy gap,0.83,76,67,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,14.29,0.017288304,Infiltration Rate,1.58,3.2,2.8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,15,0.118394533,Cover for different groups,2.58,23,20,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,16.67,0.039464844,Cover for different groups,2.58,7,6,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,16.67,0.61565742,Plant Foliar Cover,12,63,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,18.33,0.090493672,Soil Carbon,0.91,2.13,1.8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,19.23,0.353983617,Canopy gap,0.91,62,52,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,20,0.157859378,Cover for different groups,2.58,24,20,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,22.22,0.351867469,Bare Ground,-1,44,36,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,22.39,0.530975425,Canopy gap,0.16,82,67,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,29.27,0.527801203,Bare Ground,12,53,41,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,29.85,0.707967234,Canopy gap,0.91,87,67,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,31.71,0.571784637,Bare Ground,1,54,41,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,33.33,0.527801203,Bare Ground,10,48,36,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,33.9,0.00472543,Sediment Loss,3.67,79,59,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,35.19,1.29972122,Plant Foliar Cover,12,73,54,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,35.59,0.004961702,Sediment Loss,3.67,80,59,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,37.5,0.113033883,Wood gap,0.91,11,8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,37.5,0.236789067,Cover for different groups,2.58,22,16,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,40.48,0.073475291,Infiltration Rate,3.67,5.9,4.2,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,44.44,0.703734938,Bare Ground,10,52,36,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,46.97,0.133984354,Infiltration Rate,3.67,9.7,6.6,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,47.06,0.315718756,Cover for different groups,5.25,25,17,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,50,0.090763595,Infiltration Rate,3.67,6.3,4.2,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,50,0.794719414,Rock Fragments Cover,21.59,6,4,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,52,0.513042978,Cover for different groups,5.25,38,25,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,53.03,0.151272658,Infiltration Rate,3.67,10.1,6.6,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,55.56,0.176991808,Canopy gap,0.16,14,9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,58.29,0.298903341,Soil Carbon,1.58,2.96,1.87,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,60,0.015685058,Plant Canopy Cover,0,8,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,60,0.106195085,Canopy gap,0.16,8,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,60,0.113033883,Wood gap,0.83,8,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,60,0.113033883,Wood gap,0.91,8,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,62.5,0.188389804,Wood gap,0.83,13,8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,66.67,0.157859378,Cover for different groups,2.58,10,6,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,66.67,0.21239017,Canopy gap,0.91,15,9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,77.78,0.276253911,Cover for different groups,2.58,16,9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,80,0.45213553,Wood gap,0.91,27,15,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,81.67,0.403108176,Soil Carbon,1.58,3.27,1.8,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,88.89,0.315718756,Cover for different groups,2.58,17,9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,100,0.003978462,Surface Cover,10,0.2,0.1,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,100,0.007892969,Cover for different groups,0.08,0.4,0.2,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,100,0.176991808,Canopy gap,0.83,10,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,100,0.318585255,Canopy gap,1.58,18,9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,108,0.10655508,Cover for different groups,0.08,5.2,2.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,122.22,0.389381978,Canopy gap,0.83,20,9,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,200,0.353983617,Canopy gap,1.58,15,5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,212.94,0.720101588,Surface Cover,10,26.6,8.5,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,290,1.14448049,Cover for different groups,11.25,39,10,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,532.72,3.400892089,Sediment Loss,0.42,17096,2702,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,733.33,0.868226579,Cover for different groups,11.25,25,3,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,800,1.262875023,Cover for different groups,5.25,36,4,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,1050,0.083547698,Surface Cover,10,2.3,0.2,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,1798.97,4.547990262,Sediment Loss,2.42,20319,1070,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,1900,0.067256887,Canopy gap,0.91,2,0.1,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,4900,0.173451972,Canopy gap,0.16,5,0.1,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,5900,2.328425824,Cover for different groups,0.25,60,1,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,6900,0.244248696,Canopy gap,0.83,7,0.1,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,6900,2.723074269,Cover for different groups,1.25,70,1,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,7483.29,7.620464955,Sediment Loss,1.42,32684,431,1221.4,204,-100,126057.14
1,Sheet and rill erosion,treatcontrol,29,11900,0.421240504,Canopy gap,1.58,12,0.1,1221.4,204,-100,126057.14
3,Ephemeral gully erosion,benchmark,4,215.79,0.017132559,Litter Cover,0.33,0.6,0.19,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,benchmark,4,317.86,0.037190189,Litter Cover,0.33,1.17,0.28,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,benchmark,4,15870.69,3.846468376,Litter Cover,0.33,92.63,0.58,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,benchmark,4,22350,3.735733545,Litter Cover,0.33,89.8,0.4,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,benchmark,4,30667.86,3.588226393,Litter Cover,0.33,86.15,0.28,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,benchmark,4,126057.14,3.68726094,Litter Cover,0.33,88.31,0.07,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,treatcontrol,4,-99,-0.000699364,Sediment Loss,4.16,0.03,2.99,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,treatcontrol,4,-96.62,-0.000472543,Sediment Loss,5.16,0.07,2.07,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,treatcontrol,4,-51.85,-1.105015646,Cover for different groups,1.58,26,54,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,treatcontrol,4,-29.63,-0.631437512,Cover for different groups,0.16,38,54,15019.32,13,-99,126057.14
3,Ephemeral gully erosion,treatcontrol,4,-7.41,-0.157859378,Cover for different groups,0.83,50,54,15019.32,13,-99,126057.14
